Order ID,Order Date,Customer,Country,Region,Sales,Profit,Category,Quantity,Discount
ORD-2882,05/06/2020,John Smith,Canada,,4812.15,989.17,Furniture ,8,0.21
ORD-9823,15/04/2018,Noah Taylor,Australia,East,4002.87,518.86,,2,0.3
ORD-4147,03/06/2023,Chen Zhao,Germany,north ,4664.3,-205.63,,5,0.3
ORD-2286,01/03/2023,Ravi Kumar,Australia,North,4919.42,204.99,tech,7,0.28
ORD-4354,19/11/2019,Alice Brown,India, SOUTH,3412.05,282.45,tech,7,0.45
ORD-7941,16/04/2024,David Johnson,India,East,198.22,887.8,Furniture ,10,0.27
ORD-1086,03/01/2020,Chen Zhao,UK,South,2452.54,-420.32,,2,0.48
ORD-1459,05/01/2025,John Smith,USA,West,1735.59,1084.72,Furniture,3,0.32
ORD-2542,23/02/2018,Noah Taylor,Australia,Central,4199.71,534.66,Furniture,10,0.42
ORD-8101,08/08/2019,Noah Taylor,Germany,North,4855.16,-310.74,Technology,14,0.11
ORD-1202,26/02/2023,John Smith,UK,East,2970.87,492.87,Technology,14,0.14
ORD-5762,14/04/2021,Liam Wilson,Canada,north ,2623.55,302.16,Office Supplies,7,0.44
ORD-3580,06/08/2025,Maria Garcia,india ,North,3285.47,-4.8,Office Supplies,6,0.07
ORD-5820,20/10/2022,Olivia Martin,Canada,north ,4684.97,472.93,Office Supplies,12,0.25
ORD-2471,16/06/2023,Ravi Kumar,UK,Central,715.88,178.24,Office Supplies,9,0.24
ORD-1572,20/07/2022,David Johnson,Australia,West,3437.61,309.93,Furniture,5,0.29
ORD-7476,29/03/2025,Alice Brown,india ,East,1421.39,1345.32,Furniture,4,0.05
ORD-5824,14/01/2023,Ravi Kumar,india ,North,1421.46,170.91,Technology,8,0.09
ORD-6615,16/06/2022,Liam Wilson,Australia,Central,276.19,105.25,Furniture ,1,0.24
ORD-9346,05/08/2025,Olivia Martin,,North,4382.8,945.19,Furniture ,2,0.36
ORD-3118,27/07/2019,Ravi Kumar,Australia,,4890.12,19.59,tech,3,0.29
ORD-1589,01/09/2024,Li Wei,,South,2790.83,1247.19,Furniture,15,0.12
ORD-5621,17/10/2022,Maria Garcia,Canada,South,2439.83,-268.95,Technology,4,0.48
ORD-4483,13/12/2022,Maria Garcia,india ,North,3233.91,1407.48,Technology,1,0.06
ORD-9118,28/07/2021,Alice Brown,Australia,East,4014.95,1325.28,Technology,5,0.08
ORD-3632,26/09/2021,Alice Brown,Canada,,3433.62,-133.97,Office Supplies,11,0
ORD-9736,27/05/2018,Li Wei,Australia,,2754.36,430.32,Furniture ,13,0.1
ORD-7840,07/05/2021,Ava Thomas,Canada,North,2000.41,583.17,Office Supplies,13,0.15
ORD-3386,11/05/2019,Olivia Martin,UK,West,4523.76,927.91,,12,0.47
ORD-9260,18/01/2019,David Johnson,Canada,North,4128.79,-107.08,Office Supplies,2,0.3
ORD-4852,12/03/2018,John Smith,UK,,3385.76,1497.8,Technology,9,0.05
ORD-5556,17/06/2018,Chen Zhao,Australia,East,1039.76,557.04,Office Supplies,1,0.42
ORD-4722,23/09/2019,Ava Thomas,India, SOUTH,2052.12,1226.06,,15,0.39
ORD-7920,12/04/2024,Noah Taylor,Canada,north ,2941.33,-107.08,,2,0.17
ORD-4042,29/05/2021,Chen Zhao,Australia,,1502.37,472.6,tech,4,0.27
ORD-2835,09/10/2025,Fatima Khan,Canada,West,253.75,744.14,tech,2,0.13
ORD-8475,26/05/2024,Fatima Khan,Canada,West,4178.52,1068.14,,10,0.06
ORD-5396,10/07/2025,Maria Garcia,USA,East,186.82,222.04,Furniture ,4,0.11
ORD-7064,20/02/2024,Olivia Martin,india ,West,3270.82,-486.34,Office Supplies,5,0.18
ORD-1560,31/05/2020,Maria Garcia,Germany,East,2364.81,610.01,Technology,12,0.21
ORD-2427,17/11/2020,Liam Wilson,India,West,4648.42,1278.62,Furniture ,4,0.44
ORD-7096,22/04/2023,Ravi Kumar,,North,3815.35,148.91,Furniture ,2,0.37
ORD-3214,04/11/2024,Chen Zhao,USA, SOUTH,4049.97,777.83,tech,2,0.32
ORD-1432,12/03/2025,David Johnson,USA,West,4464.24,862.25,Furniture,5,0
ORD-2192,07/01/2024,Ravi Kumar,USA,North,1988.8,623.41,tech,14,0.38
ORD-5896,23/02/2018,Chen Zhao,USA,West,1338.36,763.61,Technology,14,0.04
ORD-5074,22/04/2025,Liam Wilson,Australia,East,1175.82,353.7,Technology,3,0.44
ORD-3524,02/02/2024,Alice Brown,Germany,North,2955.72,1047.35,,4,0.28
ORD-6411,21/05/2021,Li Wei,USA,West,3800.51,1196.49,Furniture ,1,0.06
ORD-3521,17/03/2018,David Johnson,india , SOUTH,3659.97,697.97,tech,8,0.07
ORD-9139,18/07/2021,Chen Zhao,India,South,,655.55,Office Supplies,8,0.08
ORD-7550,14/09/2022,David Johnson,Canada,East,2251.89,-393.2,,12,0.18
ORD-9826,29/04/2019,Li Wei,Canada,Central,2799.39,238.78,Technology,9,0.41
ORD-3744,06/05/2023,Olivia Martin,,Central,4677.08,-226.45,Furniture,14,0.32
ORD-8149,25/07/2022,David Johnson,Australia,North,592.94,777.4,tech,4,0.35
ORD-5608,10/03/2025,Chen Zhao,,West,3641.61,1459.33,Office Supplies,6,0.49
ORD-3280,06/07/2024,Olivia Martin,Australia,,2831.53,1075.28,tech,1,0.02
ORD-8070,20/09/2018,Ava Thomas,,South,4934.72,364.76,tech,13,0.37
ORD-9500,02/04/2019,Noah Taylor,Germany,Central,4716.76,1107.23,tech,9,0.06
ORD-1192,07/03/2019,Maria Garcia,,,4034.85,284.64,Technology,14,0.22
ORD-8865,01/02/2018,Li Wei,Germany, SOUTH,398.81,-266.57,Furniture ,5,0.31
ORD-5059,31/01/2025,Liam Wilson,,South,1859.03,-404.4,,5,0.25
ORD-4434,07/04/2020,Maria Garcia,USA, SOUTH,71.26,-391.03,Furniture,3,0.5
ORD-8778,24/04/2024,John Smith,,East,,614.76,Office Supplies,5,0.45
ORD-7153,08/01/2024,Olivia Martin,UK, SOUTH,,702.78,Technology,9,0.03
ORD-1993,09/07/2018,David Johnson,India, SOUTH,1902.94,650.08,,1,0.4
ORD-8642,16/11/2018,Fatima Khan,Germany,West,,595.48,,12,0.43
ORD-2593,24/01/2022,David Johnson,Canada,,1102.92,1072.23,Furniture ,13,0.02
ORD-5680,26/07/2018,Fatima Khan,india ,north ,1317.9,-9.23,Furniture ,13,0.14
ORD-4761,20/05/2024,Alice Brown,Australia,,590.29,-54.48,Office Supplies,13,0.13
ORD-6473,08/02/2020,Li Wei,USA,South,4975.77,1400.49,Technology,4,0.06
ORD-2450,23/10/2021,Maria Garcia,,West,2020.07,41.52,Technology,14,0.06
ORD-9405,13/03/2021,David Johnson,Canada,North,3332.49,1463.29,,15,0.26
ORD-8809,09/10/2019,Li Wei,Germany,Central,2845.29,534.18,Furniture,9,0.41
ORD-6390,15/03/2018,Alice Brown,,South,2619.96,1321.47,,12,0.01
ORD-9564,15/07/2021,Chen Zhao,Australia,South,109.94,-472.98,Office Supplies,8,0.28
ORD-9936,16/05/2025,Liam Wilson,india ,North,1862.18,,tech,5,0.21
ORD-7023,11/01/2022,John Smith,Canada,East,646.44,47.47,,1,0.21
ORD-6123,09/06/2024,Maria Garcia,india ,South,1158.82,202.41,tech,11,0.19
ORD-3701,16/09/2018,Liam Wilson,Australia,north ,2549.96,1401.71,tech,4,0.37
ORD-7212,18/10/2019,Chen Zhao,india ,North,4734.16,747.44,,1,0.24
ORD-6397,24/03/2021,John Smith,UK,Central,92.22,-6.8,Furniture,9,0.11
ORD-6592,29/12/2024,Liam Wilson,India,Central,1151.68,509.75,Technology,13,0.13
ORD-8063,26/08/2025,Chen Zhao,Canada,north ,982.07,494.11,Technology,1,0.08
ORD-8040,09/01/2021,Li Wei,USA,West,304.08,-445.09,tech,14,0.46
ORD-9625,09/11/2025,Li Wei,Canada,north ,2192.91,606.25,,6,0.24
ORD-1099,27/07/2018,John Smith,Canada,East,4014,1094.25,tech,9,0.45
ORD-8728,15/10/2018,Maria Garcia,Germany,north ,1487.49,1315.88,tech,9,0.19
ORD-6203,31/05/2018,Li Wei,Canada, SOUTH,394.22,,Technology,1,0.43
ORD-7593,26/05/2023,Ravi Kumar,USA,NORTH,,46.74,Office Supplies,15,0.02
ORD-6716,15/07/2019,Noah Taylor,USA,West,,141.19,Furniture ,4,0.41
ORD-7035,07/04/2025,David Johnson,USA,North,2122.16,485.57,,3,0.21
ORD-3076,01/07/2023,Liam Wilson,india , SOUTH,2759.44,547.47,Furniture,14,0.44
ORD-3577,21/03/2023,Ava Thomas,india ,north ,4024.73,-330.43,,7,0.2
ORD-9357,08/07/2021,Fatima Khan,USA,South,4404.06,569.65,Office Supplies,7,0.34
ORD-3331,17/04/2022,John Smith,,East,4230.08,-235.84,,5,0.12
ORD-6301,17/08/2020,Chen Zhao,Canada,East,4173.86,-230.77,Office Supplies,5,0.33
ORD-2502,05/04/2025,Olivia Martin,UK,West,2620.67,1202.54,tech,10,0.34
ORD-2802,01/04/2025,Li Wei,india ,Central,745.73,-133.83,tech,11,0.35
ORD-5254,14/07/2019,Ava Thomas,,South,2736.11,1490.54,Technology,14,0.22
ORD-2400,20/01/2018,Ava Thomas,Canada,East,3745.54,572.42,tech,9,0.29
ORD-2849,11/04/2019,David Johnson,Germany,Central,4782.95,1025.41,,3,0.44
ORD-3565,12/07/2024,Noah Taylor,Australia,Central,4838.22,-59.64,tech,5,0.37
ORD-4159,26/07/2021,John Smith,Canada,NORTH,4067.08,80.43,Furniture ,11,0.43
ORD-2753,30/05/2022,Liam Wilson,,East,327.23,1269.58,Furniture,14,0.5
ORD-9643,06/01/2024,Noah Taylor,india ,North,3248.91,151.86,Office Supplies,5,0.3
ORD-2495,03/12/2021,noah taylor,Germany, SOUTH,1331.5,785.79,Furniture,14,0.06
ORD-8535,11/06/2022,Ava Thomas,India,East,2442.52,-216.15,Office Supplies,12,0.3
ORD-3811,18/09/2023,Liam Wilson,UK,North,3296.75,1373.29,Furniture ,14,0.21
ORD-4711,18/12/2025,Li Wei,Germany,South,,773.17,,1,0.04
ORD-1977,28/08/2019,Liam Wilson,Canada,South,2202.49,832.47,Furniture ,5,0.44
ORD-6130,19/10/2025,Alice Brown,Canada,East,1253.91,758.55,,15,0.38
ORD-5063,14/07/2019,Fatima Khan,Germany,East,3071.35,35.96,Furniture,8,0.03
ORD-3126,26/01/2021,Fatima Khan,india ,West,3780.63,347.92,,14,0.21
ORD-8486,11/07/2021,David Johnson,,north ,2588.12,-200,Furniture ,7,0.36
ORD-4156,24/10/2024,Maria Garcia,USA, SOUTH,1371.23,-282.32,Furniture,9,0.14
ORD-9840,29/03/2020,Li Wei,UK,East,,1371.36,tech,2,0.47
ORD-2566,17/07/2021,John Smith,india ,Central,2552.54,1449.46,Office Supplies,13,0.28
ORD-1483,17/04/2024,Li Wei,USA,north ,2997.68,118.33,Office Supplies,4,0.35
ORD-1263,07/12/2018,Ava Thomas,india ,North,4302.86,-310.8,Furniture ,12,0.34
ORD-3185,29/01/2020,Ravi Kumar,USA,,3224.81,235.03,Technology,9,0.04
ORD-7276,02/07/2024,Chen Zhao,India,South,3883.11,603.72,Technology,4,0.49
ORD-1837,21/08/2020,Olivia Martin,Australia, SOUTH,3148.76,-422.83,Office Supplies,12,0.12
ORD-7275,18/08/2023,Alice Brown,india , SOUTH,2501.6,105.65,Office Supplies,8,0.01
ORD-2285,19/07/2022,maria garcia,UK,North,1294.58,935.82,Furniture,2,0.45
ORD-3073,15/11/2020,Ravi Kumar,,East,2797.02,909.31,Furniture ,11,0.08
ORD-6346,25/09/2023,Olivia Martin,India,North,4709.58,491.78,Technology,13,0.43
ORD-6202,02/02/2025,Alice Brown,Germany,East,618.15,-326.03,tech,1,0.12
ORD-3595,26/01/2025,Ava Thomas,India,,311.84,1446.45,Office Supplies,14,0.49
ORD-5416,03/10/2020,David Johnson,,West,3315.35,-160.29,Furniture,3,0.4
ORD-5878,06/06/2022,Alice Brown,India,,,1329.21,Office Supplies,11,0.16
ORD-5422,18/08/2020,Olivia Martin,UK,North,3162.25,134.64,Technology,11,0.11
ORD-3785,29/08/2025,ravi kumar,india ,,1576.08,28.17,Technology,5,0.01
ORD-3876,31/03/2023,David Johnson,india ,,129.3,513.56,tech,15,0.47
ORD-3026,12/09/2024,Alice Brown,Germany,East,3416.36,-131.67,Office Supplies,9,0.13
ORD-5812,08/10/2019,Alice Brown,india ,Central,1832.32,915.34,Furniture,4,0.16
ORD-5103,25/04/2018,Li Wei,UK,West,1044.39,1277.65,Office Supplies,11,0.25
ORD-3506,19/01/2019,Maria Garcia,india , SOUTH,4873.03,1410.9,,9,0.01
ORD-3857,27/04/2024,Maria Garcia,Germany,West,3914.26,1366.28,Furniture,10,0.46
ORD-4017,09/02/2020,David Johnson,Australia,north ,4777.74,187.78,Technology,9,0.26
ORD-4846,13/01/2024,Alice Brown,USA,Central,3614.88,-423.88,tech,6,0.34
ORD-1646,13/12/2020,Ravi Kumar,,Central,4937.83,-15.15,Office Supplies,12,0.47
ORD-2851,09/11/2024,Noah Taylor,Australia,Central,2368.05,-496.27,Office Supplies,11,0
ORD-1178,11/11/2019,David Johnson,Australia, SOUTH,926.96,737.35,Furniture,8,0.13
ORD-1001,08/08/2022,Chen Zhao,UK,East,3560.31,672.66,Office Supplies,9,0.25
ORD-2713,01/05/2018,David Johnson,UK,,2403.5,192.53,Furniture ,11,0.07
ORD-1670,27/09/2021,Olivia Martin,,North,2185.72,1054.24,Furniture ,11,0.46
ORD-8528,29/04/2022,Alice Brown,Australia,North,4002.47,,Furniture,6,0.47
ORD-2667,02/10/2018,Fatima Khan,,East,1509.81,1134.5,Technology,11,0.38
ORD-2237,26/10/2020,David Johnson,,East,3869.62,1143.09,,9,0.13
ORD-8486,08/11/2020,Maria Garcia,USA,North,886.68,722.66,tech,13,0.33
ORD-8641,27/06/2022,Maria Garcia,india ,East,3902.6,1135.57,Office Supplies,5,0.15
ORD-4470,23/11/2024,Olivia Martin,,East,3522.39,,tech,13,0.46
ORD-3712,31/10/2022,Liam Wilson,USA,north ,1688.37,1368.71,Furniture,10,0.06
ORD-3043,08/11/2018,Chen Zhao,india ,South,4832.98,51.81,Furniture,13,0.28
ORD-1759,10/08/2023,John Smith,UK,north ,1991.45,1315.65,Furniture,11,0.5
ORD-2860,25/05/2023,Noah Taylor,UK,West,3985.25,899.96,,2,0.32
ORD-4141,09/11/2021,Ravi Kumar,India,Central,2376.09,1039.06,Furniture ,4,0.34
ORD-7696,30/11/2023,Chen Zhao,,South,201.07,955.4,,10,0.32
ORD-8318,26/06/2024,Chen Zhao,,South,2187.15,497.78,Technology,7,0.34
ORD-8770,01/11/2021,John Smith,,West,4353.26,1199.31,tech,9,0.1
ORD-4569,13/07/2023,Liam Wilson,USA,East,505.77,1373.04,Technology,2,0.36
ORD-3843,06/08/2019,John Smith,Canada,South,620.92,511.15,Furniture ,9,0.48
ORD-1196,12/12/2019,Liam Wilson,,East,2678,608.08,tech,12,0.36
ORD-2850,09/09/2020,Fatima Khan,India,North,3876.85,-464.06,Furniture,7,0.3
ORD-7346,01/01/2018,Li Wei,Canada, SOUTH,1962.58,347.1,Furniture,10,0.04
ORD-9279,22/05/2020,Liam Wilson,Canada, SOUTH,2739.61,501.08,Furniture,8,0.2
ORD-4657,13/05/2025,Maria Garcia,India,North,4554.18,-366.6,Office Supplies,1,0.34
ORD-1344,20/05/2022,Fatima Khan,Australia,,1553.15,626.13,Furniture ,12,0.12
ORD-3267,18/09/2018,Ava Thomas,india ,,2631.73,906.33,,9,0.2
ORD-1615,10/09/2018,Ravi Kumar,Germany,East,2017.36,,Furniture,14,0.02
ORD-5479,19/11/2022,Alice Brown,Canada,Central,3583.42,79.37,Furniture ,5,0.43
ORD-4289,03/07/2020,Fatima Khan,Germany,North,310.97,-172.82,Office Supplies,8,0.47
ORD-7069,07/06/2018,Ava Thomas,India,East,1958.7,332.81,Furniture,12,0.12
ORD-6013,14/10/2020,David Johnson,Canada,West,3363.66,-57.9,tech,2,0.36
ORD-1312,28/12/2018,Li Wei,,North,1510.28,-195.58,Furniture,2,0.3
ORD-7859,19/02/2023,Noah Taylor,Australia,,2764.6,888.06,Office Supplies,15,0.26
ORD-6746,25/11/2023,Ava Thomas,Germany,East,4969.59,461.43,Office Supplies,3,0.13
ORD-8072,27/09/2024,Liam Wilson,Germany,,460.25,-443.33,Furniture ,11,0.07
ORD-9922,23/03/2025,Chen Zhao,, SOUTH,3894.03,1017.85,,9,0.38
ORD-4451,28/05/2019,Olivia Martin,USA,South,4542.83,798.87,Office Supplies,5,0.09
ORD-8039,13/11/2022,Noah Taylor,, SOUTH,4244.34,-73.7,Technology,10,0.39
ORD-4083,09/12/2024,Noah Taylor,UK,East,2078.8,-212.24,,13,0.42
ORD-3844,07/10/2023,Olivia Martin,Canada,West,483.1,927.14,Furniture ,5,0.26
ORD-1200,13/09/2025,John Smith,Germany,north ,1969.57,1337.29,Furniture ,15,0.48
ORD-8467,07/08/2022,Olivia Martin,india ,Central,779.85,1188.19,tech,1,0.24
ORD-2536,28/10/2023,Maria Garcia,India,north ,2115.94,1393.3,tech,12,0.22
ORD-5107,21/09/2021,Ava Thomas,USA,,3781.98,-327.98,Technology,12,0.21
ORD-8831,20/06/2025,David Johnson,,Central,307.97,1186.04,Furniture ,2,0.49
ORD-6451,05/04/2021,Maria Garcia,Germany, SOUTH,1718.5,1369.6,Technology,2,0.45
ORD-2318,31/07/2020,Ravi Kumar,Australia,North,2612.69,523.97,Furniture ,8,0.13
ORD-5908,03/09/2021,Ava Thomas,Germany,East,1458.5,1039.71,Furniture ,4,0.43
ORD-1570,24/09/2022,Noah Taylor,india , SOUTH,667.43,254.46,tech,8,0.05
ORD-8402,11/04/2019,Liam Wilson,USA, SOUTH,1461.47,1016.62,Office Supplies,14,0.19
ORD-2009,19/05/2022,Liam Wilson,india ,West,724.08,687.44,Office Supplies,15,0.24
ORD-9363,29/08/2020,Li Wei,UK,East,4192.56,299.05,,4,0.31
ORD-3295,30/04/2025,Ava Thomas,Germany,North,279.55,24.23,tech,8,0.16
ORD-2986,14/10/2021,Fatima Khan,india , SOUTH,565.5,-275.61,Office Supplies,14,0.15
ORD-3511,19/04/2022,Ravi Kumar,Canada,,1687.21,682.33,,1,0.13
ORD-6799,19/07/2024,Li Wei,UK,East,617.64,1298.94,Office Supplies,8,0.23
ORD-5174,14/05/2018,Maria Garcia,India,NORTH ,4843.73,510.84,Technology,2,0.44
ORD-9781,28/12/2024,Maria Garcia,USA,West,1101.83,1359.25,,12,0.38
ORD-4571,05/05/2025,Fatima Khan,Germany, SOUTH,4102.29,662.7,Furniture,3,0.44
ORD-4635,13/04/2018,Liam Wilson,Germany,East,242.89,1077.13,,6,0.38
ORD-5363,27/01/2024,Noah Taylor,, SOUTH,4496.82,598.02,tech,8,0.3
ORD-1914,18/09/2021,Noah Taylor,UK,West,401.29,580.79,Furniture,4,0.23
ORD-8528,14/08/2021,Li Wei,india ,Central,3658.9,1440.86,tech,1,0.24
ORD-9418,18/07/2018,Fatima Khan,Germany,,3074.17,1153.21,,2,0.42
ORD-1703,11/03/2023,Maria Garcia,UK,East,1222.15,292.3,Furniture,11,0.12
ORD-1921,02/03/2024,Li Wei,india ,West,3896.18,982.28,Technology,7,0.36
ORD-6617,09/11/2024,john smith,India,East,4782.34,1086.82,Furniture,15,0.2
ORD-2649,05/07/2025,Li Wei,Canada,East,722.47,1236.65,Furniture,13,0.25
ORD-6296,05/03/2022,Alice Brown,Canada,Central,1955.58,-83.51,,13,0.22
ORD-9671,22/12/2021,Ava Thomas,UK,North,4554.47,1240.58,,11,0.18
ORD-6184,03/06/2019,Fatima Khan,Canada, SOUTH,4308.02,578.89,Furniture ,12,0.27
ORD-2931,22/12/2019,Li Wei,UK,north ,3958.17,1130.07,Furniture,15,0.13
ORD-8331,05/05/2019,Li Wei,Canada,East,3664.48,242.2,Furniture,2,0.05
ORD-9472,10/07/2023,Ravi Kumar,india ,South,936.51,-33.02,tech,2,0.38
ORD-4924,24/03/2022,David Johnson,USA,East,3637.33,1188.83,Technology,1,0.37
ORD-9980,14/07/2018,John Smith,Canada,,1832.42,409.99,Technology,10,0.21
ORD-9958,05/09/2025,Alice Brown,Canada,North,2003.12,-344.93,,2,0.04
ORD-4834,26/11/2023,Fatima Khan,UK,North,3779.71,392.2,tech,8,0.22
ORD-2699,30/08/2024,Fatima Khan,Canada,North,1168.82,,Furniture,4,0.26
ORD-9945,16/09/2024,Ava Thomas,,,574.51,519.5,Office Supplies,11,0.35
ORD-6842,14/09/2020,Fatima Khan,UK,North,4937.26,1383.89,,5,0.18
ORD-5385,07/12/2019,Chen Zhao,India,East,4235.92,488.83,tech,11,0.15
ORD-1576,22/01/2019,Olivia Martin,india ,East,2887.97,-192.05,tech,2,0.4
ORD-7339,26/06/2018,John Smith,Canada,North,4155.31,1298.39,tech,1,0.09
ORD-3008,01/01/2020,David Johnson,USA,East,165.24,-434.55,,4,0.04
ORD-8121,30/11/2020,Maria Garcia,India,Central,497.01,1478.66,,13,0.15
ORD-7329,08/08/2020,Li Wei,India,,,1480.88,,3,0.31
ORD-6266,07/04/2020,Alice Brown,USA,north ,1171.55,,Office Supplies,9,0.31
ORD-3363,09/07/2019,Maria Garcia,,East,4668.26,170.25,tech,6,0.44
ORD-3958,29/03/2025,Chen Zhao,USA, SOUTH,848.65,1210.85,Technology,15,0.11
ORD-6752,28/09/2021,Olivia Martin,india ,Central,4990.7,-261.66,Furniture ,11,0.06
ORD-1386,02/05/2020,Maria Garcia,UK, SOUTH,,242.95,Furniture,1,0.45
ORD-4596,09/02/2021,Maria Garcia,India, SOUTH,2171.23,81.59,Furniture ,2,0.13
ORD-8122,28/07/2018,John Smith,Canada,West,2430.36,976.53,Furniture,3,0.3
ORD-3137,28/07/2020,Liam Wilson,Germany,north ,4559.62,847.1,,8,0.35
ORD-3669,03/11/2020,Li Wei,Australia, SOUTH,1861.25,,Office Supplies,15,0.29
ORD-8869,23/05/2025,John Smith,,,1473.95,-74.24,Office Supplies,6,0.34
ORD-8549,18/10/2024,Noah Taylor,Canada,Central,1974.79,270.11,Technology,1,0.34
ORD-2303,10/12/2018,Chen Zhao,India,South,2064.16,864,Furniture ,5,0.39
ORD-2412,09/03/2022,Chen Zhao,USA, SOUTH,1394.27,350.04,,12,0.38
ORD-5608,16/04/2024,Maria Garcia,,North,4001.02,-34.47,Office Supplies,1,0.34
ORD-3982,20/06/2020,Fatima Khan,india ,north ,1015.91,254.82,Office Supplies,8,0.45
ORD-5780,11/03/2019,David Johnson,India,Central,2992.4,930.28,Furniture ,3,0.02
ORD-8535,15/04/2025,Liam Wilson,Canada,South,2396.3,7.87,tech,1,0.21
ORD-5667,19/07/2021,Ava Thomas,USA,North,1496.71,1393.24,Technology,3,0.28
ORD-1775,10/01/2024,Ava Thomas,Canada,north ,1469.92,827.89,Technology,5,0.5
ORD-9424,18/01/2025,Liam Wilson,India,,3516.93,989.14,Furniture ,4,0.32
ORD-1680,19/03/2023,Ava Thomas,,East,1978.25,280.38,Technology,8,0.14
ORD-7466,22/08/2019,Ravi Kumar,india ,North,4485.33,466.43,Technology,1,0.48
ORD-7942,10/02/2020,Liam Wilson,Australia,north ,3143.26,-131.73,Furniture,6,0.13
ORD-7544,20/07/2020,Ava Thomas,Germany,,2941.62,-53.41,Furniture ,7,0.32
ORD-9709,28/01/2019,Chen Zhao,india ,,4853.14,169.57,Technology,3,0.37
ORD-4951,06/01/2021,Fatima Khan,india ,Central,4964.51,1073.21,Furniture ,14,0.17
ORD-4880,01/10/2019,John Smith,UK,north ,2610.47,1398.91,tech,13,0.07
ORD-2343,27/07/2025,Olivia Martin,,North,3537.5,559.92,Office Supplies,2,0.49
ORD-6384,25/11/2021,Liam Wilson,USA,north ,96.63,390.38,tech,10,0.49
ORD-9364,13/09/2018,Maria Garcia,Australia, SOUTH,4774.15,729.34,Technology,5,0.2
ORD-6013,30/10/2018,Liam Wilson,, SOUTH,4214.44,,Furniture,10,0.35
ORD-5689,13/09/2025,John Smith,india ,,2033.19,657.15,Technology,6,0.05
ORD-2910,26/05/2019,Liam Wilson,Canada,North,4016.06,-404.29,Technology,14,0.3
ORD-9284,07/01/2021,Chen Zhao,india ,north ,3656.61,173.96,Office Supplies,6,0.02
ORD-9990,20/10/2022,Olivia Martin,India,West,2277.92,1372.64,Furniture,7,0.37
ORD-4114,20/11/2019,Fatima Khan,India,,3965.53,49.57,Technology,15,0.12
ORD-6095,07/08/2023,Maria Garcia,india , SOUTH,3294.01,355.09,Furniture,7,0.29
ORD-1101,10/11/2018,Alice Brown,India,West,2078.82,-469,Furniture ,6,0.15
ORD-8906,11/10/2019,John Smith,India,north ,3784.71,481.3,Furniture ,5,0.42
ORD-9828,04/08/2025,Noah Taylor,India,North,1181.09,-210.56,Office Supplies,11,0.46
ORD-8412,03/03/2022,Chen Zhao,,,1997.69,1247.28,Office Supplies,11,0.41
ORD-8204,27/10/2022,Noah Taylor,Canada,East,4401.31,222.52,Office Supplies,11,0.44
ORD-9903,13/04/2024,Li Wei,Canada,north ,4642.17,1268.55,Furniture,15,0.14
ORD-1659,08/03/2024,Ravi Kumar,Australia,East,4173.56,813.93,tech,2,0.41
ORD-1659,17/06/2020,Liam Wilson,,North,3111.42,468.24,,7,0.14
ORD-9735,18/02/2021,Ava Thomas,USA,West,4486.94,1336.3,Office Supplies,3,0.33
ORD-8883,07/08/2025,Maria Garcia,UK,East,2817.52,601.17,tech,14,0.32
ORD-9051,16/12/2022,Chen Zhao,India,North,963.29,-111.37,Technology,9,0.3
ORD-9747,14/05/2025,Ravi Kumar,india ,NORTH,1187.55,-259.15,Furniture ,12,0.16
ORD-4859,31/12/2018,Ava Thomas,Australia,North,879.45,-252.59,Office Supplies,12,0.15
ORD-1369,01/05/2019,Maria Garcia,Germany,East,2176.76,1039.45,Furniture,1,0.35
ORD-3340,30/10/2024,Fatima Khan,India,north ,969.23,173.05,Technology,3,0.48
ORD-7925,27/11/2018,Ava Thomas,india ,Central,3364.14,-278.5,Office Supplies,3,0.2
ORD-2109,22/06/2025,Olivia Martin,Canada,Central,1622.71,427.44,tech,10,0.36
ORD-7313,14/11/2025,David Johnson,Canada,,2006.86,529.14,Furniture,10,0
ORD-5660,15/05/2025,Liam Wilson,USA,West,1898.24,1403.03,Furniture ,15,0.38
ORD-8734,12/08/2019,Noah Taylor,Australia,East,3789.78,-43.3,Furniture ,11,0.08
ORD-4750,06/02/2019,Maria Garcia,USA,East,855.37,1142.37,Furniture ,6,0.25
ORD-3842,15/06/2019,Chen Zhao,India,West,3987.89,353.49,Furniture ,10,0.28
ORD-4019,06/10/2018,Noah Taylor,india ,Central,3015.9,383.16,tech,7,0.04
ORD-9117,14/04/2022,Alice Brown,Australia,Central,4397.79,1035.09,Furniture ,4,0.03
ORD-9701,02/06/2023,Olivia Martin,UK,West,4500.35,407.71,,4,0.27
ORD-6116,19/12/2023,Ava Thomas,USA,north ,3990.68,1232.82,Furniture,8,0.23
ORD-3216,25/03/2020,Ava Thomas,USA,Central,3727.83,225.1,,14,0.44
ORD-8220,21/10/2025,Alice Brown,UK,Central,4908.8,71.98,Office Supplies,15,0.06
ORD-2208,11/06/2022,David Johnson,Australia,East,2628,859.34,,11,0.19
ORD-6480,12/10/2022,Li Wei,UK,South,2485.26,802.77,Furniture,4,0.44
ORD-1966,13/08/2019,Li Wei,India,north ,3945.02,603.15,tech,12,0.41
ORD-8371,22/07/2024,Li Wei,UK,North,3573.09,52.04,,6,0.5
ORD-1662,03/02/2022,Fatima Khan,Canada,north ,1344.95,1078.22,Office Supplies,9,0.28
