OrderID,OrderDate,Customer,Country,Region,Sales,Profit,Category,Quantity,Discount,Profit_Margin
ORD-9250,2018-12-27,Fatima Khan,CANADA,East,3853.31,1462.59,Technology,9,0.49,0.3795671773098972
ORD-2309,2024-01-31,David Johnson,GERMANY,Central,2809.06,224.19,Furniture,2,0.45,0.07980961602813753
ORD-6946,2019-01-24,Olivia Martin,CANADA,north,591.52,-243.21,Furniture,10,0.24,-0.4111610765485529
ORD-7486,2023-07-05,Ava Thomas,USA,West,1166.74,-110.69,tech,4,0.31,-0.09487117952585837
ORD-9455,2022-07-06,Chen Zhao,UK,north,2508.14,582.43,tech,9,0.05,0.23221612336267577
ORD-8900,2018-12-23,Olivia Martin,INDIA,north,4414.79,45.19,Furniture,2,0.28,0.010236047467716471
ORD-3790,2025-03-16,Chen Zhao,CANADA,East,3283.96,-316.96,Office Supplies,13,0.23,-0.09651761897221646
ORD-1472,2024-03-16,Chen Zhao,UK,SOUTH,840.37,1430.59,Office Supplies,8,0.5,1.7023334959601126
ORD-1412,2025-09-11,Ravi Kumar,AUSTRALIA,Central,4418.6,259.86,Furniture,6,0.29,0.05881048295840311
ORD-3273,2021-04-22,Chen Zhao,INDIA,north,477.83,704.96,tech,9,0.14,1.4753364167172427
ORD-6522,2021-07-22,Fatima Khan,AUSTRALIA,West,3646.02,-75.99,tech,12,0.38,-0.020841904323070086
ORD-1086,2019-12-01,Noah Taylor,CANADA,East,2442.95,1180.17,tech,8,0.27,0.4830921631633886
ORD-7120,2020-02-10,David Johnson,CANADA,SOUTH,4009.89,1301.81,Office Supplies,3,0.32,0.3246498033611895
ORD-7192,2025-12-16,Chen Zhao,USA,West,4082.34,-1.66,Office Supplies,15,0.27,-0.0004066295311022599
ORD-2460,2024-04-22,John Smith,CANADA,North,1541.84,558.05,Office Supplies,3,0.27,0.3619376848440824
ORD-3679,2022-03-26,Chen Zhao,USA,north,306.97,-247.53,tech,4,0.26,-0.8063654428771541
ORD-7811,2021-01-15,Ravi Kumar,GERMANY,SOUTH,1173.15,1101.86,Furniture,14,0.46,0.9392319822699567
ORD-9753,2019-01-02,David Johnson,CANADA,South,2508.14,464.81,tech,12,0.28,0.18532077039336114
ORD-5142,2024-09-05,Ava Thomas,USA,Central,653.41,-71.29,Furniture,2,0.04,-0.1091045438545477
ORD-3295,2025-04-13,Ravi Kumar,UK,SOUTH,1652.22,602.1,tech,2,0.45,0.3644187820023968
ORD-5181,2021-04-14,Noah Taylor,USA,Central,3047.78,-371.14,tech,2,0.07,-0.12177388131689294
ORD-5970,2020-11-02,Liam Wilson,AUSTRALIA,South,1355.16,50.17,Furniture,13,0.44,0.03702145872074146
ORD-8432,2018-08-28,Ava Thomas,GERMANY,North,3649.97,1143.77,Furniture,5,0.39,0.31336421943194054
ORD-5068,2025-02-20,Li Wei,INDIA,SOUTH,2199.25,256.76,Furniture,9,0.17,0.11674889166761396
ORD-6039,2024-01-17,Liam Wilson,INDIA,South,2508.14,-208.92,Furniture,6,0.34,-0.08329686398868572
ORD-9875,2020-09-11,Ava Thomas,UK,north,3048.32,227.91,Furniture,8,0.29,0.07476577262229686
ORD-6762,2018-01-16,Li Wei,GERMANY,West,3221.17,-247.51,Furniture,11,0.05,-0.07683854003359028
ORD-8139,2019-04-11,Fatima Khan,USA,SOUTH,4930.34,1223.26,Office Supplies,14,0.37,0.24810864970772806
ORD-4375,2019-01-29,Li Wei,INDIA,North,1168.33,-459.64,Technology,12,0.03,-0.3934162436982702
ORD-4559,2022-02-20,Liam Wilson,AUSTRALIA,East,1493.61,200.02,Furniture,9,0.03,0.13391715374160593
ORD-7490,2025-02-14,Ravi Kumar,AUSTRALIA,Central,4813.66,61.88,tech,7,0.25,0.012855083242273033
ORD-1474,2024-03-05,Olivia Martin,INDIA,West,705.23,378.16,Technology,9,0.29,0.5362222253732825
ORD-5681,2022-06-04,Noah Taylor,INDIA,South,800.59,-311.56,Technology,13,0.09,-0.38916299229318374
ORD-8949,2019-03-17,Noah Taylor,GERMANY,north,2344.54,-192.28,Technology,3,0.48,-0.0820118232147884
ORD-3901,2023-07-04,Ravi Kumar,INDIA,EAST,1056.4,1309.41,Technology,6,0.39,1.2395020825444907
ORD-3139,2019-04-02,Maria Garcia,INDIA,north,3050.96,-308.5,Furniture,10,0.17,-0.1011157143980911
ORD-7189,2022-07-12,Olivia Martin,AUSTRALIA,South,1566.18,1062.84,tech,8,0.42,0.6786193157874573
ORD-3167,2019-07-21,Liam Wilson,CANADA,North,3798.91,1151.36,Furniture,4,0.37,0.30307640875935465
ORD-9565,2019-09-11,Fatima Khan,INDIA,East,4441.77,869.24,Technology,8,0.09,0.1956967605256463
ORD-4706,2019-05-02,Liam Wilson,INDIA,SOUTH,2208.07,1006.04,Technology,2,0.22,0.4556196135086297
ORD-9276,2022-07-10,John Smith,USA,SOUTH,1775.63,854.06,Office Supplies,13,0.04,0.4809898458575266
ORD-4177,2024-03-25,Chen Zhao,USA,Central,1507.92,720.38,Office Supplies,15,0.13,0.47773091410684915
ORD-1240,2019-08-02,Chen Zhao,INDIA,South,648.55,-69.14,tech,7,0.34,-0.1066070464883201
ORD-3546,2018-09-03,Olivia Martin,INDIA,West,1937.76,1216.05,Furniture,5,0.3,0.6275544959128065
ORD-3509,2023-04-13,Maria Garcia,AUSTRALIA,north,468.82,231.23,Technology,7,0.4,0.4932170129260697
ORD-6702,2025-04-03,Chen Zhao,INDIA,north,3777.54,1472.64,Technology,5,0.33,0.38984100763989266
ORD-5924,2020-09-29,John Smith,USA,SOUTH,1431.2,504.67,Technology,15,0.35,0.3526201788708776
ORD-4511,2024-05-30,Fatima Khan,INDIA,East,1358.45,-84.91,Furniture,8,0.5,-0.06250506091501343
ORD-2422,2020-07-13,Liam Wilson,USA,SOUTH,2889.25,-81.7,Furniture,11,0.06,-0.028277234576447177
ORD-5636,2020-09-07,Ravi Kumar,INDIA,South,4296.17,966.06,tech,1,0.42,0.22486540337090943
ORD-1362,2022-10-07,Noah Taylor,CANADA,West,4403.63,395.42,Furniture,6,0.34,0.08979410168429228
ORD-5010,2019-02-06,Fatima Khan,INDIA,South,2500.35,514.83,Office Supplies,14,0.21,0.20590317355570223
ORD-3861,2021-01-27,Chen Zhao,INDIA,East,2021.44,653.61,Furniture,12,0.33,0.3233388079784708
ORD-7290,2019-08-21,Olivia Martin,INDIA,SOUTH,1051.19,500.22,Furniture,13,0.24,0.4758607198191
ORD-1448,2025-07-04,Ravi Kumar,CANADA,north,3660.22,857.69,tech,13,0.47,0.23432744479840012
ORD-5435,2023-12-24,alice brown,AUSTRALIA,SOUTH,411.42,852.07,Furniture,9,0.19,2.0710466190267853
ORD-2049,2025-04-24,Liam Wilson,USA,North,131.56,-281.85,Office Supplies,14,0.23,-2.1423685010641536
ORD-2970,2018-12-03,Li Wei,GERMANY,north,2668.33,500.22,tech,11,0.26,0.18746557961970212
ORD-4134,2019-01-15,Li Wei,GERMANY,West,834.66,1494.77,Office Supplies,3,0.44,1.7908729302949704
ORD-7898,2019-10-13,Liam Wilson,INDIA,SOUTH,1347.95,1476.85,Technology,10,0.08,1.0956266923847322
ORD-6938,2025-10-22,Maria Garcia,INDIA,South,1353.29,-363.78,tech,8,0.08,-0.268811562931818
ORD-3735,2020-10-12,John Smith,UK,Central,4263.05,590.23,Furniture,9,0.05,0.13845251639084694
ORD-4477,2024-08-12,Ava Thomas,USA,SOUTH,4913.1,757.64,Technology,3,0.48,0.15420813742850745
ORD-1918,2024-07-06,Maria Garcia,GERMANY,North,4788.63,787.16,Office Supplies,2,0.06,0.16438104426527
ORD-8883,2022-07-12,Chen Zhao,INDIA,North,4539.16,342.47,Furniture,6,0.28,0.07544788022453494
ORD-1715,2018-04-10,Ava Thomas,USA,north,4882.99,968.23,Furniture,2,0.13,0.19828629589657157
ORD-9468,2025-08-01,Noah Taylor,INDIA,East,2770.34,-203.74,Furniture,3,0.48,-0.07354331959254098
ORD-1775,2024-11-11,Olivia Martin,INDIA,East,3295.39,1485.47,Technology,7,0.04,0.4507721392612104
ORD-7028,2022-04-09,Chen Zhao,AUSTRALIA,North,1790.73,290.17,tech,14,0.23,0.16204006187420772
ORD-8734,2019-12-21,Alice Brown,USA,East,3149.08,1106.63,Technology,3,0.08,0.3514137462369962
ORD-1242,2018-05-20,John Smith,CANADA,north,2000.9,500.22,Office Supplies,11,0.19,0.2499975161510519
ORD-8530,2023-03-19,David Johnson,USA,SOUTH,2717.42,920.65,Furniture,8,0.09,0.3387956223182283
ORD-9771,2024-10-05,Noah Taylor,INDIA,West,3216.39,555.72,Furniture,5,0.43,0.17277755496068575
ORD-3637,2025-06-28,Noah Taylor,USA,South,2579.1,-430.88,Furniture,13,0.16,-0.16706603078593307
ORD-3294,2019-02-18,Alice Brown,AUSTRALIA,SOUTH,594.39,1153.52,tech,9,0.02,1.9406786789818133
ORD-3963,2019-02-05,David Johnson,UK,SOUTH,754.93,1046.68,Furniture,9,0.25,1.3864596717576465
ORD-9286,2020-07-01,maria garcia,UK,north,1243.61,195.99,Furniture,7,0.17,0.15759763913123892
ORD-3760,2021-07-16,Alice Brown,CANADA,WEST,3058.59,1398.99,Technology,14,0.31,0.45739703588908615
ORD-3205,2024-06-03,Liam Wilson,UK,South,430.22,514.62,tech,13,0.47,1.1961786992701409
ORD-6681,2019-01-03,Alice Brown,AUSTRALIA,East,4764.34,744.8,Furniture,2,0.17,0.15632805383326964
ORD-2901,2023-08-08,Ravi Kumar,CANADA,SOUTH,1916.46,285.77,tech,14,0.08,0.14911346962629013
ORD-2802,2022-01-29,Maria Garcia,CANADA,Central,4738.04,767.44,Office Supplies,15,0.23,0.16197414964837784
ORD-4565,2022-07-27,Ava Thomas,AUSTRALIA,SOUTH,1490.16,628.79,Technology,7,0.19,0.42196140011810807
ORD-9857,2019-01-15,Li Wei,INDIA,Central,3825.5,915.73,Furniture,13,0.42,0.23937524506600444
ORD-9685,2024-05-05,John Smith,INDIA,West,1161.38,1295.89,tech,6,0.4,1.1158191117463707
ORD-6540,2018-01-08,David Johnson,INDIA,South,2508.14,1273.5,tech,13,0.31,0.5077472539229909
ORD-3785,2021-01-21,David Johnson,INDIA,South,4716.52,-337.99,Office Supplies,8,0.41,-0.07166088556817314
ORD-8475,2018-01-14,Olivia Martin,CANADA,SOUTH,1910.83,170.3,tech,11,0.26,0.08912357457230628
ORD-3367,2021-09-03,Ravi Kumar,CANADA,North,485.07,378.73,tech,4,0.27,0.780773908920362
ORD-2744,2018-10-03,Liam Wilson,GERMANY,East,4844.11,1260.14,Office Supplies,13,0.15,0.2601386013116961
ORD-4849,2024-06-03,Ravi Kumar,INDIA,West,4261.86,1446.45,tech,6,0.04,0.3393940673790317
ORD-5532,2023-02-09,Alice Brown,UK,North,2558.28,729.58,Furniture,1,0.25,0.2851837953625092
ORD-4046,2019-11-06,Noah Taylor,USA,North,3252.21,1116.14,Office Supplies,11,0.48,0.34319432016997675
ORD-8801,2023-07-19,Maria Garcia,USA,north,1060.32,263.82,Furniture,2,0.23,0.24881167949298325
ORD-9710,2018-10-30,John Smith,CANADA,North,3364.37,-408.51,Technology,4,0.37,-0.12142243570118626
ORD-5173,2025-04-09,Alice Brown,INDIA,North,2010.09,424.36,Furniture,7,0.04,0.21111492520235414
ORD-3101,2023-11-07,David Johnson,UK,north,4860.84,1232.86,Technology,6,0.2,0.25363105965224114
ORD-4574,2019-08-09,Li Wei,UK,Central,1970.71,762.9,tech,9,0.19,0.38711936307219225
ORD-2597,2024-02-07,Noah Taylor,CANADA,East,3937.01,-107.29,Furniture,4,0.49,-0.027251645284111548
ORD-7057,2021-12-04,John Smith,INDIA,SOUTH,1387.15,811.37,tech,2,0.36,0.5849187182352305
ORD-2056,2024-11-28,Noah Taylor,CANADA,SOUTH,4052.36,1164.76,Technology,2,0.17,0.2874275730685329
ORD-4444,2021-07-05,Maria Garcia,GERMANY,north,4616.66,669.04,tech,10,0.46,0.1449186208211131
ORD-8370,2023-04-04,Li Wei,USA,South,2217.94,543.6,Furniture,4,0.15,0.2450922928483187
ORD-1829,2023-09-17,Fatima Khan,INDIA,north,1030.04,1175.33,Office Supplies,10,0.41,1.141052774649528
ORD-1670,2023-06-21,Olivia Martin,INDIA,East,3790.19,730.46,tech,7,0.25,0.19272384761713793
ORD-1970,2022-07-25,Chen Zhao,INDIA,West,3422.5,1099.95,Office Supplies,3,0.27,0.32138787436084737
ORD-7216,2025-10-20,Fatima Khan,UK,SOUTH,803.88,-309.58,Furniture,4,0.1,-0.3851072299348161
ORD-5134,2020-05-21,Noah Taylor,GERMANY,North,4957.53,-7.96,Furniture,13,0.11,-0.001605638291649269
ORD-7577,2021-09-19,Ravi Kumar,UK,SOUTH,3297.49,985.63,Technology,2,0.37,0.2989031050890223
ORD-9455,2020-05-27,Ravi Kumar,AUSTRALIA,SOUTH,4597.77,106.69,tech,6,0.4,0.023204727509205547
ORD-6737,2021-01-12,David Johnson,INDIA,north,3969.06,1202.49,Office Supplies,12,0.07,0.30296594155795076
ORD-9783,2025-05-21,Ravi Kumar,USA,North,3160.19,687.43,Furniture,8,0.05,0.21752806002170755
ORD-9734,2020-10-04,Liam Wilson,AUSTRALIA,South,795.66,637.61,Furniture,9,0.24,0.80135987733454
ORD-7773,2022-05-02,Fatima Khan,INDIA,West,4150.3,1340.5,tech,8,0.29,0.3229886996120762
ORD-5671,2025-12-05,Alice Brown,INDIA,East,2602.37,454.29,Technology,5,0.02,0.1745677978150686
ORD-1275,2023-09-18,Ava Thomas,AUSTRALIA,SOUTH,4743.31,1000.99,tech,3,0.42,0.21103195869551009
ORD-5386,2023-12-07,John Smith,INDIA,SOUTH,3387.16,771.93,Office Supplies,13,0.21,0.22789888874455294
ORD-4526,2024-06-28,Olivia Martin,INDIA,North,725.54,1081.31,Technology,4,0.47,1.490352013672575
ORD-5219,2018-04-09,Li Wei,CANADA,West,4901.5,388.39,Technology,6,0.44,0.07923900846679588
ORD-9798,2019-08-31,Olivia Martin,GERMANY,South,1008.07,689.75,tech,3,0.04,0.6842282777981687
ORD-9725,2020-04-01,Noah Taylor,INDIA,north,666.13,909.59,tech,1,0.08,1.3654842147929083
ORD-6961,2018-06-03,Ravi Kumar,CANADA,SOUTH,3532.39,993.59,tech,7,0.41,0.2812798133841394
ORD-9019,2020-02-01,Li Wei,CANADA,north,2840.87,525.71,Technology,7,0.25,0.18505246632193662
ORD-4470,2019-02-21,Maria Garcia,USA,North,3467.26,-455.3,Office Supplies,15,0.1,-0.131314063554507
ORD-8022,2019-10-02,Alice Brown,USA,East,4615.34,230.18,Office Supplies,10,0.1,0.049872815437215896
ORD-7709,2019-12-03,Ava Thomas,AUSTRALIA,South,3310.61,454.29,Office Supplies,10,0.46,0.13722244541036244
ORD-8343,2024-05-31,Liam Wilson,INDIA,North,3278.23,255.72,Technology,14,0.36,0.0780055090704435
ORD-1035,2020-11-19,Li Wei,GERMANY,North,2593.04,753.71,tech,13,0.31,0.2906665535433314
ORD-4669,2019-10-20,Ava Thomas,AUSTRALIA,East,3828.59,1233.62,tech,2,0.01,0.32221261613283214
ORD-1072,2018-05-30,Noah Taylor,AUSTRALIA,north,1379.36,410.48,Technology,5,0.4,0.29758728685767316
ORD-1177,2018-04-26,David Johnson,GERMANY,West,4399.57,621.01,tech,15,0.24,0.14115243080573783
ORD-6308,2020-03-13,Fatima Khan,INDIA,East,3682.42,63.84,Furniture,12,0.17,0.017336425502794357
ORD-4815,2024-02-18,John Smith,UK,East,378.54,518.61,Office Supplies,10,0.31,1.3700269456332224
ORD-6481,2021-10-24,Alice Brown,GERMANY,SOUTH,3262.79,832.2,Furniture,5,0.48,0.2550577879667401
ORD-7787,2022-06-13,Chen Zhao,UK,north,2508.14,-75.75,Furniture,10,0.5,-0.030201691782227376
ORD-6806,2024-06-25,Ravi Kumar,CANADA,SOUTH,776.39,939.48,Furniture,13,0.19,1.210061953399709
ORD-4419,2018-10-15,Chen Zhao,CANADA,north,4088.66,1444.19,Furniture,12,0.05,0.35321841385686265
ORD-8577,2021-10-09,Noah Taylor,GERMANY,SOUTH,2277.09,594.06,Office Supplies,11,0.36,0.260885603994572
ORD-1889,2024-03-01,Ravi Kumar,GERMANY,North,1514.14,525.1,Office Supplies,8,0.42,0.34679752202570435
ORD-1211,2021-01-21,John Smith,INDIA,East,3961.42,790.76,tech,12,0.05,0.19961528946690832
ORD-4057,2022-11-17,Chen Zhao,UK,EAST,2990.44,-302.92,Office Supplies,2,0.17,-0.10129613033533527
ORD-6306,2020-11-29,Li Wei,UK,East,1762.02,-7.52,Furniture,12,0.09,-0.004267828969024188
ORD-3547,2024-05-15,David Johnson,CANADA,East,3074.09,-476.49,Technology,4,0.41,-0.15500196806209318
ORD-7538,2020-07-21,John Smith,INDIA,East,1473.97,79.11,Office Supplies,1,0.4,0.053671377300759174
ORD-4303,2022-10-03,Olivia Martin,UK,East,3992.04,873.43,Furniture,6,0.41,0.21879289786675482
ORD-8549,2025-12-13,Noah Taylor,INDIA,SOUTH,439.34,-240.44,tech,12,0.07,-0.5472754586425093
ORD-3883,2025-09-16,Noah Taylor,USA,East,1792.82,1330.2,tech,15,0.03,0.7419595943820351
ORD-7502,2023-10-24,Li Wei,INDIA,SOUTH,1941.31,791.07,Office Supplies,13,0.17,0.4074928785201746
ORD-3440,2020-03-16,Alice Brown,UK,north,2528.28,1328.85,Furniture,10,0.16,0.5255944752954577
ORD-4389,2019-03-13,Noah Taylor,CANADA,SOUTH,3217.6,557.06,tech,3,0.33,0.1731290402784684
ORD-3279,2024-07-17,John Smith,USA,SOUTH,170.86,1425.95,Furniture,2,0.13,8.345721643450778
ORD-8131,2022-11-21,Li Wei,USA,SOUTH,1244.27,403.4,Technology,3,0.33,0.3242061610422175
ORD-7541,2024-10-14,chen zhao,USA,South,550.66,1209.02,Technology,7,0.08,2.1955834816402136
ORD-4820,2020-04-26,John Smith,CANADA,SOUTH,2350.09,-344.18,tech,14,0.4,-0.14645396559280707
ORD-9482,2020-07-10,Maria Garcia,USA,SOUTH,464.18,559.65,Technology,7,0.02,1.2056745228144254
ORD-5366,2018-09-11,Li Wei,GERMANY,north,1578.7,94.65,Office Supplies,7,0.37,0.0599543928548806
ORD-2610,2024-10-09,Noah Taylor,GERMANY,north,3361.56,552.99,tech,14,0.24,0.1645039802948631
ORD-6145,2025-09-10,John Smith,CANADA,Central,2978.8,313.04,Office Supplies,1,0.17,0.10508929770377333
ORD-7955,2019-10-23,Maria Garcia,GERMANY,north,1766.83,-63.46,tech,7,0.25,-0.03591743404855023
ORD-5341,2020-11-22,John Smith,INDIA,West,2037.26,1445.03,tech,13,0.2,0.7093007274476503
ORD-7707,2024-12-21,Noah Taylor,INDIA,West,3478.71,-151.05,tech,13,0.31,-0.04342126822873996
ORD-6629,2021-08-01,Noah Taylor,INDIA,north,2763.67,-52.83,Furniture,8,0.43,-0.01911588576060094
ORD-5289,2020-08-02,Li Wei,UK,West,1492.13,175.67,Office Supplies,9,0.49,0.11773102879775889
ORD-8433,2022-08-10,David Johnson,INDIA,South,153.34,-153.56,tech,6,0.37,-1.0014347202295553
ORD-5563,2020-05-04,Liam Wilson,CANADA,SOUTH,1484.76,862.58,Furniture,2,0.47,0.5809558447156443
ORD-7376,2019-01-22,Liam Wilson,GERMANY,South,3781.16,201.13,Furniture,15,0.36,0.05319267103217002
ORD-6021,2021-06-02,John Smith,USA,SOUTH,3925.35,869.24,tech,7,0.14,0.2214426739016903
ORD-2790,2019-11-30,Ravi Kumar,USA,SOUTH,1779.95,939.73,Furniture,11,0.03,0.5279530323885503
ORD-9489,2021-04-10,John Smith,UK,north,3955.93,-292.21,tech,5,0.01,-0.0738663222048924
ORD-8169,2025-09-01,Li Wei,UK,North,562.02,617.6,tech,10,0.27,1.0988932778192948
ORD-1052,2019-01-30,John Smith,GERMANY,north,4568.72,-101.04,Furniture,8,0.34,-0.02211560349507083
ORD-7989,2022-04-04,Olivia Martin,INDIA,West,445.18,1235.07,Furniture,15,0.32,2.7743160070084008
ORD-8439,2018-03-14,Li Wei,GERMANY,East,224.0,-296.94,tech,9,0.02,-1.325625
ORD-8932,2018-01-10,Ava Thomas,USA,Central,2606.8,1208.37,tech,4,0.21,0.4635453429492097
ORD-8211,2024-07-06,Olivia Martin,INDIA,SOUTH,3671.36,-90.99,Furniture,2,0.19,-0.024783731369301835
ORD-9960,2020-12-09,Li Wei,UK,SOUTH,601.06,854.22,Furniture,11,0.11,1.421189232356171
ORD-6725,2020-08-01,John Smith,CANADA,SOUTH,2253.5,1166.64,Furniture,8,0.07,0.5177013534501886
ORD-4326,2024-09-22,Li Wei,AUSTRALIA,North,1264.9,219.77,tech,4,0.4,0.17374496007589532
ORD-7169,2018-12-17,David Johnson,CANADA,SOUTH,1673.89,1244.9,Technology,7,0.31,0.7437167316848777
ORD-6800,2018-07-12,Fatima Khan,CANADA,South,1890.44,1256.93,Furniture,7,0.41,0.6648875394088148
ORD-4946,2023-07-24,Noah Taylor,USA,West,1705.67,500.22,Technology,11,0.42,0.29326893834483797
ORD-8090,2022-08-27,Ravi Kumar,AUSTRALIA,South,2558.93,856.36,tech,15,0.32,0.3346555005412419
ORD-4085,2019-03-20,John Smith,INDIA,SOUTH,3417.47,1026.8,Office Supplies,2,0.28,0.3004561854237199
ORD-3085,2019-12-07,Olivia Martin,INDIA,Central,427.94,172.04,tech,15,0.33,0.4020189746226106
ORD-3375,2023-08-03,David Johnson,UK,North,4221.6,586.49,Office Supplies,3,0.24,0.13892599962099678
ORD-2048,2024-12-15,Noah Taylor,USA,SOUTH,3356.02,-481.54,Furniture,11,0.09,-0.14348543810823536
ORD-2292,2023-09-06,David Johnson,INDIA,NORTH,4635.0,-226.39,tech,2,0.14,-0.04884358144552319
ORD-1907,2025-08-24,Alice Brown,GERMANY,West,1301.36,-260.7,Technology,5,0.07,-0.20032888670314133
ORD-4191,2024-10-09,Olivia Martin,INDIA,SOUTH,765.5,522.92,Technology,1,0.17,0.6831090790333115
ORD-1810,2018-05-16,Liam Wilson,UK,West,2508.14,880.9,Technology,9,0.19,0.35121676951767783
ORD-6331,2020-01-21,Liam Wilson,GERMANY,Central,2508.14,-414.12,Office Supplies,4,0.03,-0.16511055578687792
ORD-2383,2019-08-29,Ava Thomas,INDIA,West,3034.76,219.12,Furniture,6,0.48,0.07220340323452266
ORD-8762,2023-02-01,Maria Garcia,UK,Central,4933.99,792.24,Technology,5,0.16,0.160567816310937
ORD-6322,2021-07-03,Olivia Martin,INDIA,South,2967.52,1034.38,Technology,6,0.12,0.3485671537175824
ORD-2616,2023-12-26,David Johnson,AUSTRALIA,SOUTH,2895.48,75.11,tech,1,0.28,0.02594043129291171
ORD-2779,2019-10-25,Li Wei,USA,West,3876.83,497.06,Office Supplies,8,0.37,0.12821299876445447
ORD-8026,2022-08-27,David Johnson,USA,North,4797.62,831.23,Furniture,6,0.19,0.1732588241669828
ORD-4962,2023-01-21,Maria Garcia,AUSTRALIA,East,2961.88,-277.04,Furniture,6,0.19,-0.09353518711088904
ORD-8774,2021-07-01,Li Wei,INDIA,West,89.2,1065.6,tech,5,0.39,11.946188340807174
ORD-4119,2019-03-28,Maria Garcia,UK,SOUTH,901.96,1193.06,tech,5,0.18,1.3227415849926825
ORD-1178,2019-09-01,John Smith,GERMANY,East,639.53,166.3,Furniture,7,0.47,0.2600347129923538
ORD-1151,2018-10-21,Olivia Martin,INDIA,SOUTH,202.75,519.13,tech,6,0.44,2.5604438964241676
ORD-3917,2019-07-11,Alice Brown,INDIA,East,3326.05,-212.53,Furniture,8,0.25,-0.06389861848138181
ORD-8152,2022-06-17,John Smith,USA,north,1548.66,-371.46,Furniture,10,0.29,-0.23985897485568167
ORD-8094,2018-03-07,Olivia Martin,GERMANY,SOUTH,406.79,-403.82,tech,14,0.21,-0.9926989355687209
ORD-6032,2024-07-30,John Smith,INDIA,SOUTH,412.68,1154.61,Office Supplies,12,0.41,2.797833672579238
ORD-4020,2022-06-10,Li Wei,USA,North,1947.44,-39.54,Furniture,8,0.22,-0.02030357803064536
ORD-6226,2018-11-06,John Smith,CANADA,SOUTH,4718.11,1199.85,Office Supplies,6,0.0,0.2543073391675904
ORD-4627,2023-01-25,Noah Taylor,AUSTRALIA,Central,4695.55,559.2,Technology,4,0.38,0.11909148023128281
ORD-4208,2024-06-28,Chen Zhao,CANADA,West,4320.68,-12.67,Furniture,13,0.35,-0.00293240878750567
ORD-9748,2023-01-02,David Johnson,USA,Central,2424.15,1332.18,Technology,15,0.15,0.5495452014108038
ORD-9507,2021-03-31,Liam Wilson,INDIA,Central,487.29,689.26,tech,1,0.41,1.4144759793962527
ORD-4920,2024-07-24,Chen Zhao,INDIA,North,493.79,1034.16,tech,5,0.06,2.0943315984527837
ORD-4000,2018-11-29,Liam Wilson,UK,East,763.01,1498.21,tech,13,0.32,1.9635522470216642
ORD-7660,2019-01-25,John Smith,INDIA,East,606.35,1342.94,Furniture,9,0.27,2.214793436134246
ORD-1363,2023-09-05,Noah Taylor,INDIA,East,4529.54,1460.25,Office Supplies,14,0.14,0.32238372991517905
ORD-9437,2019-10-26,Ravi Kumar,CANADA,SOUTH,4659.49,2.16,Furniture,6,0.05,0.0004635700473656989
ORD-5211,2020-03-08,Ravi Kumar,USA,north,1521.32,1047.28,Office Supplies,5,0.38,0.6884021770567665
ORD-7525,2020-11-12,David Johnson,CANADA,SOUTH,1395.84,1073.14,Furniture,7,0.15,0.7688130444750115
ORD-5114,2019-10-06,Alice Brown,CANADA,East,4976.11,944.17,tech,2,0.26,0.1897405804935984
ORD-5591,2025-12-29,Maria Garcia,INDIA,SOUTH,493.29,739.56,tech,4,0.17,1.4992397980903727
ORD-3093,2024-05-20,Alice Brown,GERMANY,East,3066.02,1112.6,Office Supplies,8,0.41,0.3628808683570231
ORD-3358,2024-10-11,Maria Garcia,INDIA,Central,1345.96,499.91,Furniture,11,0.13,0.371415198074237
ORD-7482,2019-04-24,Maria Garcia,CANADA,north,2592.29,1286.96,Furniture,4,0.4,0.496456800743744
ORD-7088,2025-07-21,Fatima Khan,AUSTRALIA,Central,3712.98,314.02,tech,5,0.25,0.08457357701899822
ORD-2358,2018-11-06,David Johnson,INDIA,SOUTH,2710.61,994.77,Furniture,14,0.19,0.3669911938641117
ORD-4294,2023-12-09,Li Wei,GERMANY,West,76.57,1074.7,tech,3,0.08,14.035523050803189
ORD-4436,2021-07-28,Chen Zhao,AUSTRALIA,East,4769.25,500.22,Furniture,12,0.34,0.10488442209291603
ORD-8739,2022-02-20,Fatima Khan,UK,West,2942.41,1294.32,Furniture,2,0.14,0.4398843125193294
ORD-6054,2021-05-22,Noah Taylor,AUSTRALIA,North,2547.81,1055.05,Office Supplies,5,0.06,0.41410073749612414
ORD-9448,2021-05-06,Chen Zhao,INDIA,SOUTH,1023.89,-297.97,tech,14,0.24,-0.2910175897801522
ORD-1561,2025-06-12,Li Wei,INDIA,West,2880.79,1276.07,Office Supplies,10,0.42,0.44295835517340726
ORD-1490,2024-12-19,Li Wei,INDIA,SOUTH,1338.82,917.77,Furniture,15,0.22,0.6855066401756771
ORD-8721,2023-03-05,Noah Taylor,INDIA,East,148.76,440.44,Office Supplies,4,0.22,2.9607421349825223
ORD-6625,2018-09-06,Liam Wilson,GERMANY,East,2213.28,401.93,tech,12,0.24,0.18159925540374466
ORD-8301,2022-01-12,alice brown,INDIA,South,4536.33,373.57,Office Supplies,12,0.22,0.08235071081689384
ORD-5290,2021-09-07,chen zhao,UK,West,4534.17,973.37,Technology,6,0.22,0.2146743505426572
ORD-7773,2023-01-10,Ravi Kumar,UK,North,4637.37,-336.31,tech,5,0.23,-0.072521709503447
